,english,japanese,good,view,url,count,sentence
29514,standard,標準,0,800.0,https://eikaiwa.dmm.com/uknow/questions/54247/,538,False
31162,issue,発行する,1,706.0,https://eikaiwa.dmm.com/uknow/questions/56341/,536,False
3811,pregnant,妊娠,28,12827.0,https://eikaiwa.dmm.com/uknow/questions/33261/,536,False
22788,chairman,会長,1,1358.0,https://eikaiwa.dmm.com/uknow/questions/53483/,535,False
9961,happiness,妻は僕の精神安定剤,16,4743.0,https://eikaiwa.dmm.com/uknow/questions/33765/,535,False
34534,secretary,来客案内,0,533.0,https://eikaiwa.dmm.com/uknow/questions/48225/,535,False
2154,dating,付き合う,35,19977.0,https://eikaiwa.dmm.com/uknow/questions/33664/,531,False
578,lonely,寂しい,85,46667.0,https://eikaiwa.dmm.com/uknow/questions/36344/,530,False
2184,successful,成功する,24,19817.0,https://eikaiwa.dmm.com/uknow/questions/34391/,529,False
16742,forever,永遠に,3,2292.0,https://eikaiwa.dmm.com/uknow/questions/44646/,528,False
31019,shoes,シューズ,0,713.0,https://eikaiwa.dmm.com/uknow/questions/36075/,527,False
27282,tax,税金,3,951.0,https://eikaiwa.dmm.com/uknow/questions/55030/,524,False
10319,exciting,盛り上がる,16,4543.0,https://eikaiwa.dmm.com/uknow/questions/46583/,523,False
33150,kitchen,キッチン,4,599.0,https://eikaiwa.dmm.com/uknow/questions/50925/,523,False
33394,supply,供給,1,588.0,https://eikaiwa.dmm.com/uknow/questions/53084/,523,False
29885,india,インド,5,777.0,https://eikaiwa.dmm.com/uknow/questions/43723/,522,False
1580,slowly,徐々によくなっています,45,24894.0,https://eikaiwa.dmm.com/uknow/questions/5387/,521,False
11083,develop,発展する,6,4152.0,https://eikaiwa.dmm.com/uknow/questions/38324/,521,False
7675,organization,組織,4,6471.0,https://eikaiwa.dmm.com/uknow/questions/32225/,520,False
34210,generation,世代,1,548.0,https://eikaiwa.dmm.com/uknow/questions/56413/,520,False
8988,dry,日本酒の甘口辛口,17,5388.0,https://eikaiwa.dmm.com/uknow/questions/29013/,518,False
16173,brown,茶色,12,2419.0,https://eikaiwa.dmm.com/uknow/questions/32113/,517,False
19836,chicken,鶏肉,7,1730.0,https://eikaiwa.dmm.com/uknow/questions/57641/,517,False
33227,trained,調教,0,596.0,https://eikaiwa.dmm.com/uknow/questions/59001/,515,False
25815,population,人口,4,1065.0,https://eikaiwa.dmm.com/uknow/questions/36979/,515,False
1908,mystery,不思議,44,21753.0,https://eikaiwa.dmm.com/uknow/questions/38601/,514,False
21280,screw,ネジ,4,1534.0,https://eikaiwa.dmm.com/uknow/questions/53270/,513,False
26146,below,歳未満,14,1039.0,https://eikaiwa.dmm.com/uknow/questions/52136/,512,False
14817,behavior,振る舞い,2,2775.0,https://eikaiwa.dmm.com/uknow/questions/15904/,512,False
16307,storm,嵐,16,2389.0,https://eikaiwa.dmm.com/uknow/questions/37064/,511,False
27386,progress,経過,1,944.0,https://eikaiwa.dmm.com/uknow/questions/56136/,511,False
11511,useful,役に立つ,13,3954.0,https://eikaiwa.dmm.com/uknow/questions/32182/,510,False
14564,harder,今まで以上,2,2847.0,https://eikaiwa.dmm.com/uknow/questions/35791/,509,False
13657,boring,「だるそう」,13,3123.0,https://eikaiwa.dmm.com/uknow/questions/5225/,508,False
19536,breathe,呼吸,4,1774.0,https://eikaiwa.dmm.com/uknow/questions/54265/,508,False
36732,baseball,野球,1,430.0,https://eikaiwa.dmm.com/uknow/questions/51956/,508,False
36382,bottle,ボトル,0,446.0,https://eikaiwa.dmm.com/uknow/questions/58200/,507,False
11836,pattern,パターン,1,3809.0,https://eikaiwa.dmm.com/uknow/questions/37771/,506,False
3208,leg,足,41,14802.0,https://eikaiwa.dmm.com/uknow/questions/31991/,503,False
20686,emotional,感情的,5,1611.0,https://eikaiwa.dmm.com/uknow/questions/38746/,500,False
35867,plastic,プラスチック,1,469.0,https://eikaiwa.dmm.com/uknow/questions/57494/,500,False
24715,tie,結ぶ,1,1165.0,https://eikaiwa.dmm.com/uknow/questions/55824/,499,False
6131,conference,面談,13,8226.0,https://eikaiwa.dmm.com/uknow/questions/46513/,494,False
1708,afternoon,夕方,45,23570.0,https://eikaiwa.dmm.com/uknow/questions/36855/,494,False
1550,construction,工事,58,25273.0,https://eikaiwa.dmm.com/uknow/questions/3684/,493,False
11657,unique,個性的,3,3892.0,https://eikaiwa.dmm.com/uknow/questions/46740/,492,False
17893,castle,城,33,2057.0,https://eikaiwa.dmm.com/uknow/questions/50589/,492,False
15998,culture,文化,5,2455.0,https://eikaiwa.dmm.com/uknow/questions/36948/,491,False
19827,comfortable,心地よい,3,1731.0,https://eikaiwa.dmm.com/uknow/questions/54278/,491,False
8149,disappear,消える,4,6030.0,https://eikaiwa.dmm.com/uknow/questions/34862/,490,False
32214,tools,工具,0,650.0,https://eikaiwa.dmm.com/uknow/questions/59162/,490,False
10298,scale,体重計,7,4552.0,https://eikaiwa.dmm.com/uknow/questions/55849/,489,False
30873,soldier,兵士,6,722.0,https://eikaiwa.dmm.com/uknow/questions/54762/,489,False
13223,cake,ケーキ,16,3273.0,https://eikaiwa.dmm.com/uknow/questions/34977/,488,False
16124,german,ドイツ語,9,2431.0,https://eikaiwa.dmm.com/uknow/questions/51153/,488,False
19455,paint,絵の具,3,1785.0,https://eikaiwa.dmm.com/uknow/questions/57576/,487,False
25376,lend,貸す,11,1105.0,https://eikaiwa.dmm.com/uknow/questions/51875/,486,False
5627,everywhere,あっちこっち,25,8917.0,https://eikaiwa.dmm.com/uknow/questions/19755/,485,False
7185,pop,レンタルショップなどのポップ,14,6938.0,https://eikaiwa.dmm.com/uknow/questions/17822/,485,False
19767,chocolate,チョコレート,3,1740.0,https://eikaiwa.dmm.com/uknow/questions/32176/,482,False
2639,thoughts,感想,13,17326.0,https://eikaiwa.dmm.com/uknow/questions/36773/,481,False
18442,ignore,無視する,5,1957.0,https://eikaiwa.dmm.com/uknow/questions/45999/,480,False
9226,prevent,防ぐ,4,5210.0,https://eikaiwa.dmm.com/uknow/questions/36985/,480,False
2336,curious,好奇心,71,18933.0,https://eikaiwa.dmm.com/uknow/questions/34392/,479,False
14384,bright,明るい,6,2897.0,https://eikaiwa.dmm.com/uknow/questions/46758/,476,False
8117,experiment,実験,18,6059.0,https://eikaiwa.dmm.com/uknow/questions/34909/,474,False
1554,post,投稿,36,25233.0,https://eikaiwa.dmm.com/uknow/questions/38055/,474,False
3235,article,記事,33,14713.0,https://eikaiwa.dmm.com/uknow/questions/32828/,470,False
18757,setting,舞台は,4,1906.0,https://eikaiwa.dmm.com/uknow/questions/3292/,470,False
4715,spare,予備,18,10596.0,https://eikaiwa.dmm.com/uknow/questions/35019/,470,False
13041,structure,体制,1,3339.0,https://eikaiwa.dmm.com/uknow/questions/41024/,469,False
34820,guest,ゲスト,0,519.0,https://eikaiwa.dmm.com/uknow/questions/56178/,469,False
4966,miracle,奇跡,19,10113.0,https://eikaiwa.dmm.com/uknow/questions/32125/,468,False
6862,moral,道徳,24,7277.0,https://eikaiwa.dmm.com/uknow/questions/37928/,468,False
33992,negative,マイナス,0,558.0,https://eikaiwa.dmm.com/uknow/questions/55113/,463,False
16964,warning,警告,4,2240.0,https://eikaiwa.dmm.com/uknow/questions/34398/,463,False
17585,nurse,看護師,8,2110.0,https://eikaiwa.dmm.com/uknow/questions/52366/,462,False
9736,entrance,入口,22,4884.0,https://eikaiwa.dmm.com/uknow/questions/52575/,462,False
1236,warn,叱る,48,29231.0,https://eikaiwa.dmm.com/uknow/questions/17302/,461,False
5182,breakfast,朝食,28,9654.0,https://eikaiwa.dmm.com/uknow/questions/32172/,461,False
4718,extraordinary,特別,26,10591.0,https://eikaiwa.dmm.com/uknow/questions/34603/,461,False
18518,division,事業部,3,1947.0,https://eikaiwa.dmm.com/uknow/questions/55712/,460,False
18660,festival,祭り,7,1920.0,https://eikaiwa.dmm.com/uknow/questions/35191/,459,False
23233,bell,鈴,1,1314.0,https://eikaiwa.dmm.com/uknow/questions/52960/,457,False
13086,cheap,安い,4,3323.0,https://eikaiwa.dmm.com/uknow/questions/34508/,456,False
13844,mask,お面,2,3065.0,https://eikaiwa.dmm.com/uknow/questions/47947/,456,False
8577,regarding,〜について,5,5697.0,https://eikaiwa.dmm.com/uknow/questions/37752/,454,False
12697,link,リンク,0,3477.0,https://eikaiwa.dmm.com/uknow/questions/39780/,452,False
28493,property,性質,2,866.0,https://eikaiwa.dmm.com/uknow/questions/56704/,450,False
34544,effort,手間,9,533.0,https://eikaiwa.dmm.com/uknow/questions/68511/,449,False
6885,factory,工場,12,7248.0,https://eikaiwa.dmm.com/uknow/questions/32179/,446,False
9472,bread,パン,32,5052.0,https://eikaiwa.dmm.com/uknow/questions/36495/,446,False
8717,advice,指摘,14,5583.0,https://eikaiwa.dmm.com/uknow/questions/34478/,445,False
10992,stomach,胃,9,4192.0,https://eikaiwa.dmm.com/uknow/questions/38832/,445,False
23683,pair,ペア,0,1263.0,https://eikaiwa.dmm.com/uknow/questions/56699/,445,False
15568,drawing,図面,9,2577.0,https://eikaiwa.dmm.com/uknow/questions/51994/,444,False
9797,alien,宇宙人,8,4847.0,https://eikaiwa.dmm.com/uknow/questions/46359/,443,False
10959,desire,希望する,3,4207.0,https://eikaiwa.dmm.com/uknow/questions/48506/,443,False
21866,shake,プルプルする,2,1460.0,https://eikaiwa.dmm.com/uknow/questions/14984/,443,False
22731,player,選手,8,1365.0,https://eikaiwa.dmm.com/uknow/questions/38543/,442,False
32310,license,免許,0,645.0,https://eikaiwa.dmm.com/uknow/questions/58029/,441,False
4572,apply,適用する,10,10892.0,https://eikaiwa.dmm.com/uknow/questions/16800/,441,False
35566,daily,日々,0,484.0,https://eikaiwa.dmm.com/uknow/questions/65662/,440,False
3158,someday,いつか,40,14957.0,https://eikaiwa.dmm.com/uknow/questions/36841/,440,False
17601,effective,効果的,2,2105.0,https://eikaiwa.dmm.com/uknow/questions/56401/,437,False
34238,artificial,人工,6,547.0,https://eikaiwa.dmm.com/uknow/questions/64152/,437,False
29905,performance,性能,0,776.0,https://eikaiwa.dmm.com/uknow/questions/53510/,436,False
13088,distance,距離,3,3323.0,https://eikaiwa.dmm.com/uknow/questions/35130/,436,False
15494,flow,流れ,4,2595.0,https://eikaiwa.dmm.com/uknow/questions/39991/,436,False
5793,carefully,慎重に,17,8670.0,https://eikaiwa.dmm.com/uknow/questions/33427/,434,False
31686,desk,机,2,677.0,https://eikaiwa.dmm.com/uknow/questions/55120/,434,False
28892,tear,裂ける,1,839.0,https://eikaiwa.dmm.com/uknow/questions/50219/,434,False
26188,band,バンド,0,1036.0,https://eikaiwa.dmm.com/uknow/questions/60529/,433,False
10026,environment,環境,4,4704.0,https://eikaiwa.dmm.com/uknow/questions/36217/,433,False
26093,roof,屋根,3,1043.0,https://eikaiwa.dmm.com/uknow/questions/51267/,430,False
14357,stock,○○ベース,9,2905.0,https://eikaiwa.dmm.com/uknow/questions/29016/,429,False
31891,cream,塗り薬,4,666.0,https://eikaiwa.dmm.com/uknow/questions/66210/,427,False
11055,crash,衝突した,6,4164.0,https://eikaiwa.dmm.com/uknow/questions/7478/,427,False
9500,pure,純粋,9,5032.0,https://eikaiwa.dmm.com/uknow/questions/40401/,427,False
30369,active,タフ,2,750.0,https://eikaiwa.dmm.com/uknow/questions/57554/,425,False
10403,opinion,見解,4,4503.0,https://eikaiwa.dmm.com/uknow/questions/44650/,425,False
21674,ticket,切符,3,1482.0,https://eikaiwa.dmm.com/uknow/questions/37789/,424,False
18923,solution,解決,4,1878.0,https://eikaiwa.dmm.com/uknow/questions/38956/,423,False
30507,sacrifice,犠牲,0,743.0,https://eikaiwa.dmm.com/uknow/questions/57866/,423,False
29106,grateful,よく感謝する人,7,826.0,https://eikaiwa.dmm.com/uknow/questions/40904/,423,False
33880,mood,気分,0,563.0,https://eikaiwa.dmm.com/uknow/questions/59580/,422,False
31718,soft,柔らかい,1,675.0,https://eikaiwa.dmm.com/uknow/questions/53422/,421,False
23465,loose,ほどける,4,1286.0,https://eikaiwa.dmm.com/uknow/questions/38161/,421,False
2661,seal,アザラシ,23,17218.0,https://eikaiwa.dmm.com/uknow/questions/52067/,421,False
28190,lesson,講座,4,887.0,https://eikaiwa.dmm.com/uknow/questions/59401/,420,False
36070,traditional,伝統的な,1,460.0,https://eikaiwa.dmm.com/uknow/questions/55805/,414,False
32159,delivery,配達,3,653.0,https://eikaiwa.dmm.com/uknow/questions/59692/,413,False
16382,citizens,国民,4,2372.0,https://eikaiwa.dmm.com/uknow/questions/54236/,413,False
35701,treasure,大事,2,477.0,https://eikaiwa.dmm.com/uknow/questions/58773/,413,False
3476,genius,天才,37,13867.0,https://eikaiwa.dmm.com/uknow/questions/34905/,412,False
6860,fail,不合格,9,7282.0,https://eikaiwa.dmm.com/uknow/questions/39779/,411,False
23087,direction,演出,2,1329.0,https://eikaiwa.dmm.com/uknow/questions/63065/,411,False
11114,hat,帽子,10,4140.0,https://eikaiwa.dmm.com/uknow/questions/52400/,410,False
13785,pink,ピンク,4,3082.0,https://eikaiwa.dmm.com/uknow/questions/42192/,410,False
2173,math,算数,146,19874.0,https://eikaiwa.dmm.com/uknow/questions/34413/,408,False
24873,perform,出演,1,1150.0,https://eikaiwa.dmm.com/uknow/questions/58628/,408,False
27258,warrior,戦士,0,953.0,https://eikaiwa.dmm.com/uknow/questions/56694/,407,False
29737,capital,資本金,3,787.0,https://eikaiwa.dmm.com/uknow/questions/62612/,406,False
7720,activity,活動,9,6432.0,https://eikaiwa.dmm.com/uknow/questions/35028/,405,False
12173,tip,一口メモ、,4,3659.0,https://eikaiwa.dmm.com/uknow/questions/1358/,404,False
6122,tears,涙,18,8234.0,https://eikaiwa.dmm.com/uknow/questions/33022/,404,False
12982,strategy,戦略,5,3360.0,https://eikaiwa.dmm.com/uknow/questions/34596/,401,False
15632,europe,ヨーロッパ,4,2559.0,https://eikaiwa.dmm.com/uknow/questions/34864/,401,False
9482,woods,林,5,5046.0,https://eikaiwa.dmm.com/uknow/questions/51933/,400,False
10753,painful,切ない,17,4318.0,https://eikaiwa.dmm.com/uknow/questions/15905/,399,False
15306,unknown,不明,6,2645.0,https://eikaiwa.dmm.com/uknow/questions/36641/,397,False
20041,tool,道具,1,1699.0,https://eikaiwa.dmm.com/uknow/questions/53509/,396,False
18489,oxygen,酸素,2,1951.0,https://eikaiwa.dmm.com/uknow/questions/42068/,395,False
16232,facility,設備,3,2407.0,https://eikaiwa.dmm.com/uknow/questions/52074/,393,False
28002,ugly,禍々しいまがまがしい,1,901.0,https://eikaiwa.dmm.com/uknow/questions/35108/,393,False
15335,agency,代理店,3,2638.0,https://eikaiwa.dmm.com/uknow/questions/34489/,393,False
26112,shock,衝撃,0,1041.0,https://eikaiwa.dmm.com/uknow/questions/57875/,392,False
3389,affect,影響を与える,15,14216.0,https://eikaiwa.dmm.com/uknow/questions/33210/,392,False
17684,presence,存在,2,2089.0,https://eikaiwa.dmm.com/uknow/questions/52186/,391,False
10311,customer,客,36,4548.0,https://eikaiwa.dmm.com/uknow/questions/34601/,391,False
20426,crack,割る,2,1643.0,https://eikaiwa.dmm.com/uknow/questions/41504/,391,False
6498,fashion,ファッション,7,7732.0,https://eikaiwa.dmm.com/uknow/questions/32815/,390,False
10754,dumb,バカ,20,4318.0,https://eikaiwa.dmm.com/uknow/questions/34511/,389,False
21418,lake,湖,9,1515.0,https://eikaiwa.dmm.com/uknow/questions/37958/,388,False
25281,suffer,苦しむ,1,1114.0,https://eikaiwa.dmm.com/uknow/questions/59137/,387,False
11953,heaven,天国,22,3754.0,https://eikaiwa.dmm.com/uknow/questions/34098/,386,False
17226,status,状態,13,2181.0,https://eikaiwa.dmm.com/uknow/questions/50920/,386,False
4291,grandfather,おじいちゃん,53,11573.0,https://eikaiwa.dmm.com/uknow/questions/39310/,386,False
13072,celebrate,祝う,6,3330.0,https://eikaiwa.dmm.com/uknow/questions/34519/,386,False
20681,concern,懸念,2,1612.0,https://eikaiwa.dmm.com/uknow/questions/56172/,386,False
1861,limited,限定,30,22189.0,https://eikaiwa.dmm.com/uknow/questions/38481/,385,False
17074,season,季節,6,2217.0,https://eikaiwa.dmm.com/uknow/questions/39781/,384,False
13627,clock,掛け時計,12,3137.0,https://eikaiwa.dmm.com/uknow/questions/38171/,383,False
28113,silent,マナーモード,3,893.0,https://eikaiwa.dmm.com/uknow/questions/39490/,382,False
3510,meal,食事,26,13751.0,https://eikaiwa.dmm.com/uknow/questions/34280/,382,False
5445,policy,方針,8,9188.0,https://eikaiwa.dmm.com/uknow/questions/33260/,381,False
36276,prize,景品,0,451.0,https://eikaiwa.dmm.com/uknow/questions/65840/,379,False
30134,magazine,雑誌,1,763.0,https://eikaiwa.dmm.com/uknow/questions/52382/,378,False
19412,iris,菖蒲,2,1791.0,https://eikaiwa.dmm.com/uknow/questions/40829/,376,False
14567,addition,足し算,19,2846.0,https://eikaiwa.dmm.com/uknow/questions/41501/,375,False
36531,sample,試食,0,440.0,https://eikaiwa.dmm.com/uknow/questions/66234/,374,False
3946,circle,丸,23,12476.0,https://eikaiwa.dmm.com/uknow/questions/32827/,374,False
12850,management,管理,2,3413.0,https://eikaiwa.dmm.com/uknow/questions/36485/,373,False
14552,brand,ブランド,2,2851.0,https://eikaiwa.dmm.com/uknow/questions/45996/,372,False
10630,library,図書館,30,4387.0,https://eikaiwa.dmm.com/uknow/questions/31157/,371,False
22943,creative,創造,2,1342.0,https://eikaiwa.dmm.com/uknow/questions/52614/,371,False
3927,toilet,「トイレ」,59,12535.0,https://eikaiwa.dmm.com/uknow/questions/31265/,371,False
20187,employee,従業員,6,1679.0,https://eikaiwa.dmm.com/uknow/questions/52453/,369,False
20943,pocket,ねこばば,6,1573.0,https://eikaiwa.dmm.com/uknow/questions/1614/,367,False
31501,achieve,成し遂げる,1,687.0,https://eikaiwa.dmm.com/uknow/questions/62880/,367,False
5225,bath,お風呂,26,9561.0,https://eikaiwa.dmm.com/uknow/questions/38725/,366,False
4959,screen,網戸,19,10128.0,https://eikaiwa.dmm.com/uknow/questions/1981/,366,False
25448,mayor,市長,2,1099.0,https://eikaiwa.dmm.com/uknow/questions/54382/,366,False
30718,mum,ママ、お母さん、母ちゃん、母親、お袋,7,731.0,https://eikaiwa.dmm.com/uknow/questions/57391/,366,False
16605,ninja,忍者,13,2327.0,https://eikaiwa.dmm.com/uknow/questions/48811/,364,False
6507,arrive,入荷,6,7715.0,https://eikaiwa.dmm.com/uknow/questions/47813/,364,False
20874,demand,需要,2,1584.0,https://eikaiwa.dmm.com/uknow/questions/45424/,361,False
33300,pool,ビリヤード,3,593.0,https://eikaiwa.dmm.com/uknow/questions/63583/,361,False
1592,squad,いつメン,67,24740.0,https://eikaiwa.dmm.com/uknow/questions/5379/,359,False
30741,bury,土の中に埋めるうずめる,2,730.0,https://eikaiwa.dmm.com/uknow/questions/52596/,359,False
32091,maintain,維持する,2,656.0,https://eikaiwa.dmm.com/uknow/questions/59150/,359,False
23380,stress,負荷,0,1296.0,https://eikaiwa.dmm.com/uknow/questions/46868/,358,False
14235,tissue,ティッシュ,12,2944.0,https://eikaiwa.dmm.com/uknow/questions/40076/,358,False
10037,deny,否定する,13,4698.0,https://eikaiwa.dmm.com/uknow/questions/50287/,358,False
23789,wings,翼,1,1252.0,https://eikaiwa.dmm.com/uknow/questions/52608/,357,False
20124,apple,りんご,62,1689.0,https://eikaiwa.dmm.com/uknow/questions/44065/,357,False
21179,reaction,反応,1,1546.0,https://eikaiwa.dmm.com/uknow/questions/53512/,356,False
10986,confident,自信がある,20,4195.0,https://eikaiwa.dmm.com/uknow/questions/59155/,353,False
28423,march,三月,5,870.0,https://eikaiwa.dmm.com/uknow/questions/44581/,353,False
15607,pig,豚,21,2566.0,https://eikaiwa.dmm.com/uknow/questions/33914/,352,False
9600,influence,思い通りに人を動かす,7,4960.0,https://eikaiwa.dmm.com/uknow/questions/4626/,352,False
17000,tail,尻尾,3,2233.0,https://eikaiwa.dmm.com/uknow/questions/44061/,352,False
12062,concept,概念,2,3710.0,https://eikaiwa.dmm.com/uknow/questions/42711/,351,False
6470,cousin,いとこ,41,7764.0,https://eikaiwa.dmm.com/uknow/questions/31264/,351,False
28375,cast,出演者,3,873.0,https://eikaiwa.dmm.com/uknow/questions/64070/,350,False
1220,conditions,条件,28,29670.0,https://eikaiwa.dmm.com/uknow/questions/36108/,349,False
12451,emperor,天皇,8,3557.0,https://eikaiwa.dmm.com/uknow/questions/42299/,348,False
16784,frankly,ざっくばらんに言えば・・・,11,2282.0,https://eikaiwa.dmm.com/uknow/questions/8876/,348,False
31402,economy,経済,4,693.0,https://eikaiwa.dmm.com/uknow/questions/52381/,348,False
22458,museum,博物館,12,1393.0,https://eikaiwa.dmm.com/uknow/questions/51990/,348,False
9296,principal,校長,19,5174.0,https://eikaiwa.dmm.com/uknow/questions/52627/,347,False
36774,anger,怒り,1,428.0,https://eikaiwa.dmm.com/uknow/questions/54060/,347,False
36918,confidence,勝気,4,422.0,https://eikaiwa.dmm.com/uknow/questions/51380/,346,False
26210,industry,業界,6,1034.0,https://eikaiwa.dmm.com/uknow/questions/46354/,345,False
15511,debt,借金,7,2589.0,https://eikaiwa.dmm.com/uknow/questions/55032/,344,False
24235,rent,レンタル,4,1208.0,https://eikaiwa.dmm.com/uknow/questions/56718/,343,False
20569,mail,何かお手紙来てる,4,1624.0,https://eikaiwa.dmm.com/uknow/questions/37726/,343,False
18499,fairy,妖精,11,1950.0,https://eikaiwa.dmm.com/uknow/questions/37065/,343,False
31310,balance,クレジットカードの残高,3,698.0,https://eikaiwa.dmm.com/uknow/questions/45737/,341,False
21660,cheese,チーズ,6,1484.0,https://eikaiwa.dmm.com/uknow/questions/38720/,341,False
28527,parent,親,3,864.0,https://eikaiwa.dmm.com/uknow/questions/52568/,341,False
18964,fingerprints,指紋,13,1872.0,https://eikaiwa.dmm.com/uknow/questions/37925/,341,False
31886,sand,砂,1,666.0,https://eikaiwa.dmm.com/uknow/questions/55025/,340,False
10384,background,背景,7,4511.0,https://eikaiwa.dmm.com/uknow/questions/34760/,339,False
26110,guide,攻略,3,1041.0,https://eikaiwa.dmm.com/uknow/questions/48805/,339,False
21153,robbery,強盗,3,1549.0,https://eikaiwa.dmm.com/uknow/questions/55432/,339,False
32398,wood,木材,4,640.0,https://eikaiwa.dmm.com/uknow/questions/54753/,339,False
2009,unexpected,想定外,32,21089.0,https://eikaiwa.dmm.com/uknow/questions/17888/,337,False
22938,bitter,苦い,2,1342.0,https://eikaiwa.dmm.com/uknow/questions/36968/,335,False
27300,ward,区,7,950.0,https://eikaiwa.dmm.com/uknow/questions/52469/,335,False
22763,pizza,ピザ,11,1361.0,https://eikaiwa.dmm.com/uknow/questions/42069/,334,False
34348,improve,改良,0,542.0,https://eikaiwa.dmm.com/uknow/questions/59064/,334,False
29615,mirror,鏡,0,794.0,https://eikaiwa.dmm.com/uknow/questions/53430/,332,False
23020,darling,赤ちゃんへの呼びかけ,2,1335.0,https://eikaiwa.dmm.com/uknow/questions/28225/,331,False
11001,typical,典型的な○○,7,4186.0,https://eikaiwa.dmm.com/uknow/questions/29979/,330,False
28129,competition,競争,1,892.0,https://eikaiwa.dmm.com/uknow/questions/56758/,330,False
24027,rumor,うわさ,3,1230.0,https://eikaiwa.dmm.com/uknow/questions/53137/,329,False
20534,chair,椅子,1,1629.0,https://eikaiwa.dmm.com/uknow/questions/43120/,329,False
17806,storage,容量,9,2071.0,https://eikaiwa.dmm.com/uknow/questions/53071/,329,False
3805,divorce,離婚,18,12838.0,https://eikaiwa.dmm.com/uknow/questions/34705/,329,False
17317,sunday,日曜日,24,2161.0,https://eikaiwa.dmm.com/uknow/questions/32738/,329,False
27113,button,ボタン,0,965.0,https://eikaiwa.dmm.com/uknow/questions/51469/,327,False
23305,gathering,集まり,1,1305.0,https://eikaiwa.dmm.com/uknow/questions/59598/,325,False
673,communicate,ラインでやりとりする,66,42719.0,https://eikaiwa.dmm.com/uknow/questions/22064/,324,False
23484,battery,バッテリー,5,1284.0,https://eikaiwa.dmm.com/uknow/questions/46321/,324,False
13581,graduate,卒業生,4,3152.0,https://eikaiwa.dmm.com/uknow/questions/57504/,324,False
33531,editor,編集者,3,581.0,https://eikaiwa.dmm.com/uknow/questions/64175/,324,False
24564,collection,回収,7,1180.0,https://eikaiwa.dmm.com/uknow/questions/54354/,323,False
29992,episode,小ネタ・小噺,1,771.0,https://eikaiwa.dmm.com/uknow/questions/56389/,323,False
33850,grandmother,祖母,2,565.0,https://eikaiwa.dmm.com/uknow/questions/60292/,322,False
26840,tank,戦車,4,987.0,https://eikaiwa.dmm.com/uknow/questions/54747/,321,False
27712,victory,勝利,3,921.0,https://eikaiwa.dmm.com/uknow/questions/55784/,319,False
22542,ceremony,儀式,1,1385.0,https://eikaiwa.dmm.com/uknow/questions/54742/,318,False
31230,soup,スープ,1,702.0,https://eikaiwa.dmm.com/uknow/questions/38604/,318,False
23665,ultimately,最終的には,5,1265.0,https://eikaiwa.dmm.com/uknow/questions/59920/,317,False
6546,lately,近年,8,7659.0,https://eikaiwa.dmm.com/uknow/questions/37944/,316,False
18141,gene,遺伝子,5,2013.0,https://eikaiwa.dmm.com/uknow/questions/45427/,316,False
35864,fruit,果物,0,469.0,https://eikaiwa.dmm.com/uknow/questions/52532/,316,False
1094,selfish,わがまま,39,32099.0,https://eikaiwa.dmm.com/uknow/questions/34981/,315,False
17105,pet,撫でる,4,2211.0,https://eikaiwa.dmm.com/uknow/questions/40229/,315,False
2244,underground,地下,49,19413.0,https://eikaiwa.dmm.com/uknow/questions/32134/,314,False
8319,pants,ズボン,11,5895.0,https://eikaiwa.dmm.com/uknow/questions/43216/,314,False
1287,bike,自転車,143,28454.0,https://eikaiwa.dmm.com/uknow/questions/29830/,314,False
14379,schedule,スケジュール,5,2898.0,https://eikaiwa.dmm.com/uknow/questions/36251/,313,False
7794,friday,金曜日,29,6346.0,https://eikaiwa.dmm.com/uknow/questions/32737/,313,False
10313,rob,奪う,8,4545.0,https://eikaiwa.dmm.com/uknow/questions/40652/,312,False
24335,attend,行ったとしても最初の時間で帰るよ,8,1199.0,https://eikaiwa.dmm.com/uknow/questions/32720/,311,False
14597,coat,コート,14,2837.0,https://eikaiwa.dmm.com/uknow/questions/36596/,311,False
23408,constantly,常に,0,1293.0,https://eikaiwa.dmm.com/uknow/questions/56684/,311,False
16701,elevator,エレベーター,4,2303.0,https://eikaiwa.dmm.com/uknow/questions/42198/,310,False
20876,naked,裸,1,1584.0,https://eikaiwa.dmm.com/uknow/questions/54234/,310,False
24809,raw,生,0,1157.0,https://eikaiwa.dmm.com/uknow/questions/53066/,310,False
22000,orange,オレンジ,3,1442.0,https://eikaiwa.dmm.com/uknow/questions/35059/,309,False
27098,tickets,チケット,0,966.0,https://eikaiwa.dmm.com/uknow/questions/39775/,309,False
35034,temple,お寺,3,509.0,https://eikaiwa.dmm.com/uknow/questions/59768/,308,False
213,bathroom,トイレ,178,79601.0,https://eikaiwa.dmm.com/uknow/questions/34495/,308,False
10885,cancel,キャンセル,2,4241.0,https://eikaiwa.dmm.com/uknow/questions/34475/,307,False
16029,nasty,タチが悪い,10,2448.0,https://eikaiwa.dmm.com/uknow/questions/41583/,307,False
2881,sensitive,感受性が豊か,25,16122.0,https://eikaiwa.dmm.com/uknow/questions/2690/,307,False
12070,fox,きつね,27,3709.0,https://eikaiwa.dmm.com/uknow/questions/36227/,306,False
4490,notes,注釈,10,11072.0,https://eikaiwa.dmm.com/uknow/questions/14752/,306,False
4739,transport,乗り物,21,10558.0,https://eikaiwa.dmm.com/uknow/questions/42129/,305,False
19405,skill,「〜力」,3,1792.0,https://eikaiwa.dmm.com/uknow/questions/45034/,305,False
